7zip	23.01+dfsg-11ubuntu0.1~esm1
libsoup-3.0-dev:amd64	3.4.4-5ubuntu0.5
libsoup2.4-common	2.74.3-6ubuntu1.6
libsource-highlight-common	3.1.9-4.3build1
libsource-highlight4t64:amd64	3.1.9-4.3build1
libsoxr0:amd64	0.1.3-4build3
libspa-0.2-bluetooth:amd64	1.0.5-1ubuntu3.1
libspa-0.2-dev:amd64	1.0.5-1ubuntu3.1
libspa-0.2-modules:amd64	1.0.5-1ubuntu3.1
libspandsp2t64:amd64	0.0.6+dfsg-2.1build1
libspdlog1.12:amd64	1:1.12.0+ds-2build1
libspectre1:amd64	0.2.12-1build2
libspeechd2:amd64	0.12.0~rc2-2build3
libspeex1:amd64	1.2.1-2ubuntu2.24.04.1
libspeexdsp1:amd64	1.2.1-1ubuntu3
libsphinxbase3t64:amd64	0.8+5prealpha+1-17build2
libsqlite3-0:amd64	3.45.1-1ubuntu2.5
libsqlite3-dev:amd64	3.45.1-1ubuntu2.5
libsratom-0-0:amd64	0.6.16-1build1
libsrt1.5-gnutls:amd64	1.5.3-1build2
libsrtp2-1:amd64	2.5.0-3build1
libss2:amd64	1.47.0-2.4~exp1ubuntu4.1
libssh-4:amd64	0.10.6-2ubuntu0.1
libssh-gcrypt-4:amd64	0.10.6-2ubuntu0.1
libssh2-1t64:amd64	1.11.0-4.1build2
libssl-dev:amd64	3.0.13-0ubuntu3.6
libssl1.1:amd64	1.1.0g-2ubuntu4
libssl3t64:amd64	3.0.13-0ubuntu3.6
libssl3t64:i386	3.0.13-0ubuntu3.6
libsss-certmap0	2.9.4-1.1ubuntu6.3
libsss-idmap0	2.9.4-1.1ubuntu6.3
libsss-nss-idmap0	2.9.4-1.1ubuntu6.3
libstartup-notification0:amd64	0.12-6build3
libstartup-notification0-dev:amd64	0.12-6build3
libstdc++-12-dev:amd64	12.4.0-2ubuntu1~24.04
libstdc++-13-dev:amd64	13.3.0-6ubuntu2~24.04
libstdc++6:amd64	14.2.0-4ubuntu2~24.04
libstdc++6:i386	14.2.0-4ubuntu2~24.04
libstemmer0d:amd64	2.2.0-4build1
libsub-exporter-progressive-perl	0.001013-3
libsub-identify-perl	0.14-3build3
libsub-name-perl:amd64	0.27-1build3
libsub-quote-perl	2.006008-1ubuntu1
libsubid4:amd64	1:4.13+dfsg1-4ubuntu3.2
libsvtav1enc1d1:amd64	1.7.0+dfsg-2build1
libswresample-dev:amd64	7:6.1.1-3ubuntu5+esm6
libswresample4:amd64	7:6.1.1-3ubuntu5+esm6
libswscale-dev:amd64	7:6.1.1-3ubuntu5+esm6
libswscale7:amd64	7:6.1.1-3ubuntu5+esm6
libsynctex2:amd64	2023.20230311.66589-9build3
libsysmetrics1:amd64	1.7.3ubuntu0.24.04.3
libsysprof-capture-4-dev:amd64	46.0-1build1
libsystemd-dev:amd64	255.4-1ubuntu8.11
libsystemd-shared:amd64	255.4-1ubuntu8.11
libsystemd0:amd64	255.4-1ubuntu8.11
libtag1v5:amd64	1.13.1-1build1
libtag1v5-vanilla:amd64	1.13.1-1build1
libtalloc2:amd64	2.4.2-1build2
libtasn1-6:amd64	4.19.0-3ubuntu0.24.04.1
libtasn1-6-dev:amd64	4.19.0-3ubuntu0.24.04.1
libtasn1-doc	4.19.0-3ubuntu0.24.04.1
libtcl8.6:amd64	8.6.14+dfsg-1build1
libtdb1:amd64	1.4.10-1build1
libteamdctl0:amd64	1.31-1build3
libtesseract5:amd64	5.3.4-1build5
libtevent0t64:amd64	0.16.1-2build1
libtext-charwidth-perl:amd64	0.04-11build3
libtext-engine-0.1-0	0.1.1-4build2
libtext-iconv-perl:amd64	1.7-8build3
libtext-wrapi18n-perl	0.06-10
libthai-data	0.1.29-2build1
libthai-dev:amd64	0.1.29-2build1
libthai0:amd64	0.1.29-2build1
libtheora0:amd64	1.1.1+dfsg.1-16.1build3
libthunarx-3-0:amd64	4.18.8-1build3
libtie-ixhash-perl	1.23-4
libtiff-dev:amd64	4.5.1+git230720-4ubuntu2.4
libtiff6:amd64	4.5.1+git230720-4ubuntu2.4
libtiffxx6:amd64	4.5.1+git230720-4ubuntu2.4
libtimedate-perl	2.3300-2
libtinfo6:amd64	6.4+20240113-1ubuntu2
libtinfo6:i386	6.4+20240113-1ubuntu2
libtinyxml2-10:amd64	10.0.0+dfsg-2
libtirpc-common	1.3.4+ds-1.1build1
libtirpc3t64:amd64	1.3.4+ds-1.1build1
libtokyocabinet9t64:amd64	1.4.48-15.1build1
libtomlplusplus-dev:amd64	3.4.0+ds-0.2build1
libtomlplusplus3t64:amd64	3.4.0+ds-0.2build1
libtool	2.4.7-7build1
libtool-bin	2.4.7-7build1
libtotem-plparser-common	3.26.6-1build5
libtotem-plparser18:amd64	3.26.6-1build5
libtraceevent1:amd64	1:1.8.2-1ubuntu2.1
libtraceevent1-plugin:amd64	1:1.8.2-1ubuntu2.1
libtracefs1:amd64	1.8.0-1ubuntu1
libtracker-sparql-3.0-0:amd64	3.7.1-1build1
libtry-tiny-perl	0.31-2
libts0t64:amd64	1.22-1.1build1
libtsan2:amd64	14.2.0-4ubuntu2~24.04
libtss2-esys-3.0.2-0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-mu-4.0.1-0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-rc0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-sys1t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-cmd0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-device0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-libtpms0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-mssim0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-spi-helper0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tcti-swtpm0t64:amd64	4.0.1-7.1ubuntu5.1
libtss2-tctildr0t64:amd64	4.0.1-7.1ubuntu5.1
libtumbler-1-0t64:amd64	4.18.1-1.1build4
libtwolame0:amd64	0.4.0-2build3
libtypes-serialiser-perl	1.01-1
libu2f-udev	1.1.10-3build3
libubsan1:amd64	14.2.0-4ubuntu2~24.04
libuchardet0:amd64	0.0.8-1build1
libudev-dev:amd64	255.4-1ubuntu8.11
libudev1:amd64	255.4-1ubuntu8.11
libudfread0:amd64	1.1.2-1build1
libudisks2-0:amd64	2.10.1-6ubuntu1.3
libunbound8:amd64	1.19.2-1ubuntu3.5
libunibreak5:amd64	5.1-2build1
libunicode-linebreak-perl	0.0.20190101-1build7
libunistring5:amd64	1.1-2build1.1
libunistring5:i386	1.1-2build1.1
libunity-protocol-private0:amd64	7.1.4+19.04.20190319-6build4
libunity-scopes-json-def-desktop	7.1.4+19.04.20190319-6build4
libunity9:amd64	7.1.4+19.04.20190319-6build4
libunwind-dev:amd64	1.6.2-3build1.1
libunwind8:amd64	1.6.2-3build1.1
libupower-glib3:amd64	1.90.3-1
liburi-perl	5.27-1
liburing2:amd64	2.5-1build1
libusb-1.0-0:amd64	2:1.0.27-1
libusb-1.0-0-dev:amd64	2:1.0.27-1
libusb-1.0-doc	2:1.0.27-1
libusbmuxd-dev:amd64	2.0.2-4build3
libusbmuxd6:amd64	2.0.2-4build3
libutempter0:amd64	1.2.1-3build1
libuuid1:amd64	2.39.3-9ubuntu6.3
libuv1-dev:amd64	1.48.0-1.1build1
libuv1t64:amd64	1.48.0-1.1build1
libv4l-0t64:amd64	1.26.1-4build3
libv4lconvert0t64:amd64	1.26.1-4build3
libva-drm2:amd64	2.20.0-2build1
libva-wayland2:amd64	2.20.0-2build1
libva-x11-2:amd64	2.20.0-2build1
libva2:amd64	2.20.0-2build1
libvariable-magic-perl	0.63-1build3
libvdpau1:amd64	1.5-2build1
libvidstab1.1:amd64	1.1.0-2build1
libvisual-0.4-0:amd64	0.4.2-2build1
libvkfft-dev	1.3.4+ds2-1
libvo-aacenc0:amd64	0.1.3-2build1
libvo-amrwbenc0:amd64	0.1.3-2build1
libvolume-key1:amd64	0.3.12-7build2
libvorbis0a:amd64	1.3.7-1build3
libvorbisenc2:amd64	1.3.7-1build3
libvorbisfile3:amd64	1.3.7-1build3
libvpl2	2023.3.0-1build1
libvpx9:amd64	1.14.0-1ubuntu2.2
libvte-2.91-0:amd64	0.76.0-1ubuntu0.1
libvte-2.91-common	0.76.0-1ubuntu0.1
libvulkan-dev:amd64	1.3.275.0-1build1
libvulkan-volk-dev	1.3.275.0-1
libvulkan1:amd64	1.3.275.0-1build1
libwacom-common	2.10.0-2
libwacom-dev:amd64	2.10.0-2
libwacom9:amd64	2.10.0-2
libwavpack1:amd64	5.6.0-1build1
libwayland-bin	1.22.0-2.1build1
libwayland-client++1:amd64	1.0.0-5ubuntu2
libwayland-client0:amd64	1.22.0-2.1build1
libwayland-client0:i386	1.22.0-2.1build1
libwayland-cursor0:amd64	1.22.0-2.1build1
libwayland-dev:amd64	1.22.0-2.1build1
libwayland-egl1:amd64	1.22.0-2.1build1
libwayland-server0:amd64	1.22.0-2.1build1
libwayland-server0:i386	1.22.0-2.1build1
libwbclient0:amd64	2:4.19.5+dfsg-4ubuntu9.4
libwebkit2gtk-4.1-0:amd64	2.48.7-0ubuntu0.24.04.2
libwebkitgtk-6.0-4:amd64	2.48.7-0ubuntu0.24.04.2
libwebp-dev:amd64	1.3.2-0.4build3
libwebp7:amd64	1.3.2-0.4build3
libwebpdecoder3:amd64	1.3.2-0.4build3
libwebpdemux2:amd64	1.3.2-0.4build3
libwebpmux3:amd64	1.3.2-0.4build3
libwebrtc-audio-processing1:amd64	0.3.1-0ubuntu6
libwhisker2-perl	2.5-1.2
libwhoopsie-preferences0	23build3
libwhoopsie0:amd64	0.2.77build3
libwildmidi2:amd64	0.4.3-1build3
libwinpr3-3:amd64	3.5.1+dfsg1-0ubuntu1.1
libwireplumber-0.4-0:amd64	0.4.17-1ubuntu4.1
libwireshark-data	4.2.2-1.1build3
libwireshark17t64:amd64	4.2.2-1.1build3
libwiretap14t64:amd64	4.2.2-1.1build3
libwmf-0.2-7:amd64	0.2.13-1.1build3
libwmf-0.2-7-gtk:amd64	0.2.13-1.1build3
libwmf0.2-7-gtk:amd64	0.2.13-1.1build3
libwmflite-0.2-7:amd64	0.2.13-1.1build3
libwnck-3-0:amd64	43.0-3build4
libwnck-3-common	43.0-3build4
libwoff1:amd64	1.0.2-2build1
libwrap0:amd64	7.6.q-33
libwsutil15t64:amd64	4.2.2-1.1build3
libwww-mechanize-perl	2.18-1ubuntu1
libwww-perl	6.76-1
libwww-robotrules-perl	6.02-1
libwxbase3.2-1t64:amd64	3.2.4+dfsg-4build1
libwxgtk3.2-1t64:amd64	3.2.4+dfsg-4build1
libx11-6:amd64	2:1.8.7-1build1
libx11-6:i386	2:1.8.7-1build1
libx11-data	2:1.8.7-1build1
libx11-dev:amd64	2:1.8.7-1build1
libx11-protocol-other-perl	31-1
libx11-protocol-perl	0.56-9
libx11-xcb-dev:amd64	2:1.8.7-1build1
libx11-xcb1:amd64	2:1.8.7-1build1
libx11-xcb1:i386	2:1.8.7-1build1
libx264-164:amd64	2:0.164.3108+git31e19f9-1
libx265-199:amd64	3.5-2build1
libx32asan8	14.2.0-4ubuntu2~24.04
libx32atomic1	14.2.0-4ubuntu2~24.04
libx32gcc-13-dev	13.3.0-6ubuntu2~24.04
libx32gcc-s1	14.2.0-4ubuntu2~24.04
libx32gomp1	14.2.0-4ubuntu2~24.04
libx32itm1	14.2.0-4ubuntu2~24.04
libx32quadmath0	14.2.0-4ubuntu2~24.04
libx32stdc++6	14.2.0-4ubuntu2~24.04
libx32ubsan1	14.2.0-4ubuntu2~24.04
libx86emu3:amd64	3.5-1
libxapian30:amd64	1.4.22-1build1
libxatracker2:amd64	25.0.7-0ubuntu0.24.04.2
libxau-dev:amd64	1:1.0.9-1build6
libxau6:amd64	1:1.0.9-1build6
libxau6:i386	1:1.0.9-1build6
libxaw7:amd64	2:1.0.14-1build2
libxcb-composite0:amd64	1.15-1ubuntu2
libxcb-composite0-dev:amd64	1.15-1ubuntu2
libxcb-cursor-dev:amd64	0.1.4-1build1
libxcb-cursor0:amd64	0.1.4-1build1
libxcb-damage0:amd64	1.15-1ubuntu2
libxcb-dri2-0:amd64	1.15-1ubuntu2
libxcb-dri3-0:amd64	1.15-1ubuntu2
libxcb-dri3-0:i386	1.15-1ubuntu2
libxcb-dri3-dev:amd64	1.15-1ubuntu2
libxcb-ewmh-dev:amd64	0.4.1-1.1build3
libxcb-ewmh2:amd64	0.4.1-1.1build3
libxcb-glx0:amd64	1.15-1ubuntu2
libxcb-icccm4:amd64	0.4.1-1.1build3
libxcb-icccm4-dev:amd64	0.4.1-1.1build3
libxcb-image0:amd64	0.4.0-2build1
libxcb-image0-dev:amd64	0.4.0-2build1
libxcb-keysyms1:amd64	0.4.0-1build4
libxcb-keysyms1-dev:amd64	0.4.0-1build4
libxcb-present-dev:amd64	1.15-1ubuntu2
libxcb-present0:amd64	1.15-1ubuntu2
libxcb-present0:i386	1.15-1ubuntu2
libxcb-randr0:amd64	1.15-1ubuntu2
libxcb-randr0:i386	1.15-1ubuntu2
libxcb-randr0-dev:amd64	1.15-1ubuntu2
libxcb-render-util0:amd64	0.3.9-1build4
libxcb-render-util0-dev:amd64	0.3.9-1build4
libxcb-render0:amd64	1.15-1ubuntu2
libxcb-render0-dev:amd64	1.15-1ubuntu2
libxcb-res0:amd64	1.15-1ubuntu2
libxcb-res0-dev:amd64	1.15-1ubuntu2
libxcb-shape0:amd64	1.15-1ubuntu2
libxcb-shape0-dev:amd64	1.15-1ubuntu2
libxcb-shm0:amd64	1.15-1ubuntu2
libxcb-shm0-dev:amd64	1.15-1ubuntu2
libxcb-sync-dev:amd64	1.15-1ubuntu2
libxcb-sync1:amd64	1.15-1ubuntu2
libxcb-sync1:i386	1.15-1ubuntu2
libxcb-util-dev:amd64	0.4.0-1build3
libxcb-util1:amd64	0.4.0-1build3
libxcb-xfixes0:amd64	1.15-1ubuntu2
libxcb-xfixes0:i386	1.15-1ubuntu2
libxcb-xfixes0-dev:amd64	1.15-1ubuntu2
libxcb-xinerama0:amd64	1.15-1ubuntu2
libxcb-xinerama0-dev:amd64	1.15-1ubuntu2
libxcb-xinput-dev:amd64	1.15-1ubuntu2
libxcb-xinput0:amd64	1.15-1ubuntu2
libxcb-xkb-dev:amd64	1.15-1ubuntu2
libxcb-xkb1:amd64	1.15-1ubuntu2
libxcb-xv0:amd64	1.15-1ubuntu2
libxcb1:amd64	1.15-1ubuntu2
libxcb1:i386	1.15-1ubuntu2
libxcb1-dev:amd64	1.15-1ubuntu2
libxcomposite-dev:amd64	1:0.4.5-1build3
libxcomposite1:amd64	1:0.4.5-1build3
libxcursor-dev:amd64	1:1.2.1-1build1
libxcursor1:amd64	1:1.2.1-1build1
libxcvt0:amd64	0.1.2-1build1
libxdamage-dev:amd64	1:1.1.6-1build1
libxdamage1:amd64	1:1.1.6-1build1
libxdmcp-dev:amd64	1:1.1.3-0ubuntu6
libxdmcp6:amd64	1:1.1.3-0ubuntu6
libxdmcp6:i386	1:1.1.3-0ubuntu6
libxdo3:amd64	1:3.20160805.1-5build1
libxext-dev:amd64	2:1.3.4-1build2
libxext6:amd64	2:1.3.4-1build2
libxext6:i386	2:1.3.4-1build2
libxfce4panel-2.0-4	4.18.4-1ubuntu0.1
libxfce4ui-2-0:amd64	4.18.4-1build4
libxfce4ui-common	4.18.4-1build4
libxfce4util-bin	4.18.1-2build3
libxfce4util-common	4.18.1-2build3
libxfce4util7:amd64	4.18.1-2build3
libxfconf-0-3:amd64	4.18.1-1build3
libxfixes-dev:amd64	1:6.0.0-2build1
libxfixes3:amd64	1:6.0.0-2build1
libxfont2:amd64	1:2.0.6-1build1
libxft-dev:amd64	2.3.6-1build1
libxft2:amd64	2.3.6-1build1
libxi-dev:amd64	2:1.8.1-1build1
libxi6:amd64	2:1.8.1-1build1
libxinerama-dev:amd64	2:1.1.4-3build1
libxinerama1:amd64	2:1.1.4-3build1
libxkbcommon-dev:amd64	1.6.0-1build1
libxkbcommon-x11-0:amd64	1.6.0-1build1
libxkbcommon-x11-dev:amd64	1.6.0-1build1
libxkbcommon0:amd64	1.6.0-1build1
libxkbfile-dev:amd64	1:1.1.0-1build4
libxkbfile1:amd64	1:1.1.0-1build4
libxkbregistry-dev:amd64	1.6.0-1build1
libxkbregistry0:amd64	1.6.0-1build1
libxklavier16:amd64	5.4-5build2
libxml-libxml-perl	2.0207+dfsg+really+2.0134-1build4
libxml-namespacesupport-perl	1.12-2
libxml-parser-perl	2.47-1build3
libxml-sax-base-perl	1.09-3
libxml-sax-expat-perl	0.51-2
libxml-sax-perl	1.02+dfsg-3
libxml-simple-perl	2.25-2
libxml-twig-perl	1:3.52-2
libxml-xpathengine-perl	0.14-2
libxml2:amd64	2.9.14+dfsg-1.3ubuntu3.5
libxml2:i386	2.9.14+dfsg-1.3ubuntu3.5
libxml2-dev:amd64	2.9.14+dfsg-1.3ubuntu3.5
libxmlb2:amd64	0.3.18-1
libxmlsec1-dev	1.2.39-5build2
libxmlsec1t64:amd64	1.2.39-5build2
libxmlsec1t64-gcrypt:amd64	1.2.39-5build2
libxmlsec1t64-gnutls:amd64	1.2.39-5build2
libxmlsec1t64-nss:amd64	1.2.39-5build2
libxmlsec1t64-openssl:amd64	1.2.39-5build2
libxmu6:amd64	2:1.1.3-3build2
libxmuu1:amd64	2:1.1.3-3build2
libxnvctrl0:amd64	510.47.03-0ubuntu4
libxpm4:amd64	1:3.5.17-1build2
libxpresent1:amd64	1.0.0-2build2
libxrandr-dev:amd64	2:1.5.2-2build1
libxrandr2:amd64	2:1.5.2-2build1
libxrender-dev:amd64	1:0.9.10-1.1build1
libxrender1:amd64	1:0.9.10-1.1build1
libxres1:amd64	2:1.2.1-1build1
libxshmfence1:amd64	1.3-1build5
libxshmfence1:i386	1.3-1build5
libxslt1-dev:amd64	1.1.39-0exp1ubuntu0.24.04.2
libxslt1.1:amd64	1.1.39-0exp1ubuntu0.24.04.2
libxss-dev:amd64	1:1.2.3-1build3
libxss1:amd64	1:1.2.3-1build3
libxt-dev:amd64	1:1.2.1-1.2build1
libxt6t64:amd64	1:1.2.1-1.2build1
libxtables12:amd64	1.8.10-3ubuntu2
libxtst-dev:amd64	2:1.2.3-1.1build1
libxtst6:amd64	2:1.2.3-1.1build1
libxv-dev:amd64	2:1.0.11-1.1build1
libxv1:amd64	2:1.0.11-1.1build1
libxvidcore4:amd64	2:1.3.7-1build1
libxvmc1:amd64	2:1.0.12-2build3
libxxf86dga1:amd64	2:1.1.5-1build1
libxxf86vm-dev:amd64	1:1.1.4-1build4
libxxf86vm1:amd64	1:1.1.4-1build4
libxxhash-dev:amd64	0.8.2-2build1
libxxhash0:amd64	0.8.2-2build1
libyajl2:amd64	2.1.0-5build1
libyaml-0-2:amd64	0.2.5-1build1
libyelp0:amd64	42.2-1ubuntu0.24.04.1
libyuv0:amd64	0.0~git202401110.af6ac82-1
libz3-4:amd64	4.8.12-3.1build1
libz3-dev:amd64	4.8.12-3.1build1
libzbar0t64:amd64	0.23.93-4build3
libzimg2:amd64	3.0.5+ds1-1build1
libzip-dev:amd64	1.7.3-1.1ubuntu2
libzip4t64:amd64	1.7.3-1.1ubuntu2
libzix-0-0:amd64	0.4.2-2build1
libzmq5:amd64	4.3.5-1build2
libzstd-dev:amd64	1.5.5+dfsg2-2build1.1
libzstd1:amd64	1.5.5+dfsg2-2build1.1
libzstd1:i386	1.5.5+dfsg2-2build1.1
libzvbi-common	0.2.42-2ubuntu0.24.04.1~esm1
libzvbi0t64:amd64	0.2.42-2ubuntu0.24.04.1~esm1
libzxing3:amd64	2.2.1-3
linux-base	4.5ubuntu9+24.04.1
linux-firmware	20240318.git3b128b60-0ubuntu2.19
linux-generic-hwe-24.04	6.14.0-34.34~24.04.1
linux-headers-6.14.0-32-generic	6.14.0-32.32~24.04.1
linux-headers-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-headers-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-headers-generic-hwe-24.04	6.14.0-34.34~24.04.1
linux-hwe-6.14-headers-6.14.0-32	6.14.0-32.32~24.04.1
linux-hwe-6.14-headers-6.14.0-33	6.14.0-33.33~24.04.1
linux-hwe-6.14-headers-6.14.0-34	6.14.0-34.34~24.04.1
linux-hwe-6.14-tools-6.14.0-32	6.14.0-32.32~24.04.1
linux-hwe-6.14-tools-6.14.0-33	6.14.0-33.33~24.04.1
linux-hwe-6.14-tools-6.14.0-34	6.14.0-34.34~24.04.1
linux-image-6.14.0-32-generic	6.14.0-32.32~24.04.1
linux-image-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-image-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-image-generic-hwe-24.04	6.14.0-34.34~24.04.1
linux-libc-dev:amd64	6.8.0-87.88
linux-modules-6.14.0-32-generic	6.14.0-32.32~24.04.1
linux-modules-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-modules-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-modules-extra-6.14.0-32-generic	6.14.0-32.32~24.04.1
linux-modules-extra-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-modules-extra-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-modules-nvidia-580-open-6.14.0-32-generic	6.14.0-32.32~24.04.1+1
linux-modules-nvidia-580-open-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-modules-nvidia-580-open-generic-hwe-24.04	6.14.0-33.33~24.04.1
linux-sound-base	1.0.25+dfsg-0ubuntu7
linux-tools-6.14.0-32-generic	6.14.0-32.32~24.04.1
linux-tools-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-tools-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-tools-common	6.8.0-87.88
llvm-15	1:15.0.7-14build3
llvm-15-dev	1:15.0.7-14build3
llvm-15-linker-tools	1:15.0.7-14build3
llvm-15-runtime	1:15.0.7-14build3
llvm-15-tools	1:15.0.7-14build3
lm-sensors	1:3.6.0-9build1
locales	2.39-0ubuntu8.6
locate	4.9.0-5build1
login	1:4.13+dfsg1-4ubuntu3.2
logrotate	3.21.0-2build1
logsave	1.47.0-2.4~exp1ubuntu4.1
loupe	46.2-0ubuntu1
lsb-release	12.0-2
lsd	1.0.0-2
lshw	02.19.git.2021.06.19.996aaad9c7-2build3
lsof	4.95.0-1build3
lto-disabled-list	47
lua5.3	5.3.6-2build2
lvm2	2.03.16-3ubuntu3.2
lxc	1:5.0.3-2ubuntu7.2
lxc-templates	3.0.4.79.g84b0597-1
lxcfs	5.0.4-1
m17n-db	1.8.5-1
m4	1.4.19-4build1
mailcap	3.70+nmu1ubuntu1
make	4.3-4.1build2
man-db	2.12.0-4build2
manpages	6.7-2
manpages-dev	6.7-2
mate-desktop	1.26.2-1.1build3
mate-desktop-common	1.26.2-1.1build3
mate-user-guide	1.26.2-1
mawk	1.3.4.20240123-1build1
media-types	10.1.0
memtest86+	7.00-1build1
mercurial	6.7.2-1ubuntu2.2
mercurial-common	6.7.2-1ubuntu2.2
mesa-libgallium:amd64	25.0.7-0ubuntu0.24.04.2
mesa-libgallium:i386	25.0.7-0ubuntu0.24.04.2
mesa-utils	9.0.0-2
mesa-utils-bin:amd64	9.0.0-2
mesa-va-drivers:amd64	25.0.7-0ubuntu0.24.04.2
mesa-vdpau-drivers:amd64	25.0.7-0ubuntu0.24.04.2
mesa-vulkan-drivers:amd64	25.0.7-0ubuntu0.24.04.2
meson	1.3.2-1ubuntu1
mmdebstrap	1.4.3-6
mobile-broadband-provider-info	20230416-1
modemmanager	1.23.4-0ubuntu2
mokutil	0.6.0-2build3
mount	2.39.3-9ubuntu6.3
mousepad	0.6.1-1build2
mousetweaks	3.32.0-4build2
mpv	0.37.0-1ubuntu4
mpv-mpris	0.7.1-1build2
mscompress	0.4-10build1
mtr-tiny	0.95-1.1ubuntu0.1
mutt	2.2.12-0.1build4
mutter-common	46.2-1ubuntu0.24.04.10
mutter-common-bin	46.2-1ubuntu0.24.04.10
mycli	1.27.0-1
nano	7.2-2ubuntu0.1
nautilus	1:46.4-0ubuntu0.1
nautilus-data	1:46.4-0ubuntu0.1
nautilus-extension-gnome-terminal:amd64	3.52.0-1ubuntu2
nautilus-sendto	3.8.6-7build2
ncurses-base	6.4+20240113-1ubuntu2
ncurses-bin	6.4+20240113-1ubuntu2
neofetch	7.1.0-4
net-tools	2.10-0.1ubuntu4.4
netbase	6.4
netcat-openbsd	1.226-1ubuntu2
netpbm	2:11.05.02-1.1build1
netplan-generator	1.1.2-2~ubuntu24.04.2
netplan.io	1.1.2-2~ubuntu24.04.2
nettle-dev:amd64	3.9.1-2.2build1.1
network-manager	1.46.0-1ubuntu2.3
network-manager-config-connectivity-ubuntu	1.46.0-1ubuntu2.3
network-manager-gnome	1.34.0-1ubuntu3
network-manager-openvpn	1.10.2-4build2
network-manager-openvpn-gnome	1.10.2-4build2
network-manager-pptp	1.2.12-3build2
network-manager-pptp-gnome	1.2.12-3build2
networkd-dispatcher	2.2.4-1
nftables	1.0.9-1build1
nikto	1:2.1.5-3.1
ninja-build	1.11.1-2
nmap	7.94+git20230807.3be01efb1+dfsg-3build2
nmap-common	7.94+git20230807.3be01efb1+dfsg-3build2
node-abbrev	1.1.1+~1.1.2-1
node-acorn	8.8.1+ds+~cs25.17.7-2
node-agent-base	7.1.0~0~2023071921-5
node-ajv	8.12.0~ds+~2.1.1-4
node-ajv-keywords	5.1.0-4
node-ampproject-remapping	2.2.0+~cs5.15.37-1
node-ansi-escapes	5.0.0+really.4.3.1-1
node-ansi-regex	5.0.1-1
node-ansi-styles	6.2.1-2
node-anymatch	3.1.3+~cs4.6.1-2
node-aproba	2.0.0-3
node-archy	1.0.0-6
node-are-we-there-yet	3.0.1+~1.1.0-1
node-argparse	2.0.1-2
node-arrify	2.0.1-3
node-assert	2.0.0+~cs3.9.8-2
node-async	0.8.0-6
node-async-each	1.0.3-3
node-auto-bind	4.0.0-2
node-babel-helper-define-polyfill-provider	0.3.3~0~20220913+ds1-1
node-babel-plugin-add-module-exports	1.0.4+dfsg1~cs5.8.0-4
node-babel-plugin-lodash	3.3.4+~cs2.0.1-7
node-babel-plugin-polyfill-corejs2	0.3.3~0~20220913+ds1-1
node-babel-plugin-polyfill-corejs3	0.6.0~0~20220913+ds1-1
node-babel-plugin-polyfill-regenerator	0.4.1~0~20220913+ds1-1
node-babel7	7.20.15+ds1+~cs214.269.168-6build1
node-babel7-runtime	7.20.15+ds1+~cs214.269.168-6build1
node-balanced-match	2.0.0-1
node-base	3.0.0-3
node-base64-js	1.5.1+dfsg+~1.3.0-2
node-binary-extensions	2.2.0-2
node-brace-expansion	2.0.1+~1.1.0-1
node-braces	3.0.2+~3.0.1-1
node-browserslist	4.22.1+~cs6.1.28-1
node-builtins	5.0.1-1
node-busboy	1.6.0+~cs2.6.0-2
node-cacache	17.0.3+~cs10.3.7-1
node-cache-base	4.0.2-1
node-camelcase	7.0.0-3
node-caniuse-lite	1.0.30001571+dfsg+~1.0.5-1
node-chalk	5.3.0-1build1
node-chokidar	3.6.0-2
node-chownr	2.0.0-2
node-chrome-trace-event	1.0.3-2
node-ci-info	4.0.0+~cs1.1.0-1build2
node-cjs-module-lexer	1.2.3+dfsg-1
node-cli-boxes	3.0.0-1build2
node-cli-cursor	4.0.0-3
node-cli-table	0.3.11+~cs0.13.4-3
node-cli-truncate	2.1.0-5
node-cliui	7.0.4+repack+~cs3.1.0-4
node-clone	2.1.2+~2.1.2-1
node-clone-deep	4.0.1+~cs7.0.2-1
node-collection-visit	1.0.0-4
node-color-convert	2.0.1+~cs2.0.0-2
node-color-name	1.1.4+~1.1.1-2
